Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2021-04-22,2741.665771484375,2767.3347805274607,2729.754233555558,2767.3347805274607,1988980
2021-04-23,2733.48974609375,2741.8409770273056,2717.270819467524,2729.533899862066,1615309
2021-04-26,2725.841796875,2771.7295698556877,2714.6335659788188,2726.9406430412923,2490260
2021-04-27,2753.26904296875,2756.8733443576716,2727.7758110894097,2730.4130419734793,1471417
2021-04-28,2746.323974609375,2769.9710551804214,2735.6870592578457,2769.047981597295,1639037
2021-04-29,2738.544677734375,2775.5539060045367,2729.9736768169814,2765.224751052806,1621395
2021-04-30,2668.56982421875,2753.312969915444,2654.8123559697738,2724.2594341557383,3072305
2021-05-03,2669.757080078125,2685.5804674477026,2640.7475365672335,2659.1201616100943,1545831
2021-05-04,2680.96484375,2716.3476898721206,2667.998459146241,2692.4368405095456,1990777
2021-05-05,2721.358642578125,2724.6111845742857,2683.2945653222314,2698.766406463981,1939289
2021-05-06,2735.203857421875,2755.0270850191914,2702.2824694795772,2729.9733926378744,1791671
2021-05-07,2754.059814453125,2777.7511075730526,2735.51142144039,2754.147807986654,1912540
2021-05-10,2765.13623046875,2781.5749246329046,2747.1151550516115,2765.531772127403,2137153
2021-05-11,2745.005859375,2749.8407827575666,2717.358716701784,2747.1155582763954,2415625
2021-05-12,2714.23828125,2742.720290729441,2699.2939719735896,2742.720290729441,1978558
2021-05-14,2682.50341796875,2723.8200362366615,2672.3940326478782,2723.8200362366615,2043935
2021-05-17,2698.54638671875,2703.337313029576,2668.8775405417787,2685.580002093259,2890462
2021-05-18,2715.29345703125,2746.236928798247,2705.7993811911024,2725.13907787278,2098538
2021-05-19,2709.315185546875,2740.9619560464494,2696.217024715244,2711.073339463518,1986041
2021-05-20,2689.97509765625,2715.292553263747,2683.030476552131,2696.2166289916227,2329027
2021-05-21,2707.99658203125,2714.7654317164456,2685.6681130389425,2690.8545812685134,1685566
2021-05-24,2708.875244140625,2729.5335495883955,2700.52401427876,2708.875244140625,1652260
2021-05-25,2750.8359375,2763.4240595646675,2722.656297882168,2731.401643786127,1841613
2021-05-26,2790.14599609375,2795.887946061966,2741.825321802558,2756.135984743549,1923753
2021-05-27,2809.138427734375,2842.48590435292,2793.061011941984,2793.1934322043226,5959785
2021-05-28,2776.984130859375,2825.0397552505065,2769.961110903209,2817.5310504601284,1763701
2021-05-31,2790.720703125,2800.6146992644194,2763.7337050232063,2782.637888857994,1652799
2021-06-01,2785.287353515625,2800.2605487714864,2766.7364386967765,2799.0681193626156,1377441
2021-06-02,2764.483642578125,2790.984948101892,2751.7188902178127,2783.3880365859845,2240078
2021-06-03,2774.907958984375,2786.656916039065,2758.477060767355,2786.656916039065,1281706
2021-06-04,2777.116455078125,2788.6887800926147,2760.5531362605616,2763.2032672713717,1836060
2021-06-07,2811.965576171875,2818.370059314613,2768.1502071066175,2778.2206184706743,2559821
2021-06-08,2826.93896484375,2854.191232954633,2815.499275242402,2825.039790463917,2574057
2021-06-09,2827.02734375,2844.474040114054,2814.615853329523,2828.57325355441,1710925
2021-06-10,2841.647216796875,2848.0074881529035,2820.622800766818,2835.6402099785423,1874324
2021-06-11,2891.999755859375,2923.0945840947657,2836.523635396885,2837.00953589567,3452954
2021-06-14,2894.252685546875,2922.8298057031197,2888.952422877845,2896.5935486250673,1847360
2021-06-15,2882.238037109375,2913.3770734462396,2872.3442587686054,2913.3770734462396,1304985
2021-06-16,2892.486083984375,2910.462679751333,2873.6258953910374,2881.6647137973046,1635552
2021-06-17,2930.823974609375,2946.9898164726833,2879.80895402805,2884.6675274167474,2273413
2021-06-18,2912.759765625,2966.3807200212113,2893.0604103839987,2960.108655459637,3380431
2021-06-21,2891.381591796875,2902.7770698023915,2872.4771929821286,2884.226151218749,1130569
2021-06-22,2916.204345703125,2939.0397292718317,2901.8936802765033,2918.677844637311,1708688
2021-06-23,2881.0458984375,2940.762274815188,2876.629013074305,2940.762274815188,1467104
2021-06-24,2980.16064453125,2988.4643018161614,2896.151408071027,2901.0099814260343,4155204
2021-06-25,2986.52099609375,3003.17252309465,2959.312941438819,2981.618210624291,2722861
2021-06-28,2947.6083984375,2995.9732923655597,2944.2957344698248,2995.9732923655597,1355238
2021-06-29,2951.23046875,2973.7123727957182,2938.55392110652,2952.2462661469986,1497322
2021-06-30,2955.55859375,2987.5810099566615,2949.1541105086676,2955.7794379997013,1693146
2021-07-01,2951.803466796875,2969.9126905195553,2943.720655646453,2966.379183451715,990310
2021-07-02,2937.62646484375,2950.2145890791703,2910.904306379086,2942.5292511006683,1682274
2021-07-05,2933.69482421875,2980.513802142145,2916.910662321684,2952.245739999718,1972858
2021-07-06,2881.8408203125,2939.878645879054,2876.3639260649975,2926.6279909246714,2159420
2021-07-07,2893.01513671875,2899.8613076965835,2863.5546464924696,2893.0593486974058,2640710
2021-07-08,2878.484130859375,2913.3775244972285,2854.986214952416,2913.3775244972285,2485811
2021-07-09,2834.006103515625,2899.2435873844856,2827.6900436373367,2870.9755207189455,6365067
2021-07-12,2820.71142578125,2858.608216049346,2816.5153846730195,2857.7248389739293,1892226
2021-07-13,2815.80859375,2839.1738738783592,2804.72216850149,2839.1738738783592,1809339
2021-07-14,2839.65966796875,2846.240783692496,2813.555833662507,2815.322587718182,2044279
2021-07-15,2835.5869140625,2861.172351997801,2827.663479475212,2857.409806666627,2232968
2021-07-16,2828.3720703125,2850.5490007565263,2825.893173423825,2844.4845758805604,1256526
2021-07-19,2819.342041015625,2832.798632124754,2811.72833250103,2815.269552063374,1597058
2021-07-20,2838.110107421875,2846.2548681714516,2794.1545954042767,2819.3416893105386,1811945
2021-07-22,2847.45068359375,2855.0641765371074,2824.1228115319595,2824.1228115319595,2859334
2021-07-23,2844.3515625,2869.759766579906,2838.8624999266235,2859.534453094165,1776193
2021-07-26,2830.806396484375,2854.443991333239,2824.8748975730673,2832.9753500089523,1259611
2021-07-27,2817.881103515625,2841.8286435684886,2798.581414048037,2832.97559483463,1121367
2021-07-28,2831.02783203125,2836.915022702332,2773.128766395787,2822.351801458965,1660654
2021-07-29,2829.257568359375,2855.506773355142,2824.3883911930243,2833.1971321116425,1731997
2021-07-30,2804.1591796875,2853.7805664074917,2799.6442540307867,2849.7966940486167,2999943
2021-08-02,2850.150146484375,2855.019322815732,2803.760262073905,2815.2692243116567,2608669
2021-08-03,2908.1376953125,2912.652836316746,2849.751886091919,2858.6492426950676,3804735
2021-08-04,2898.443603515625,2926.109378484922,2887.1559673281517,2921.505836757805,2929598
2021-08-05,2907.296630859375,2934.7853879014283,2888.30688628308,2899.3731961922103,2534521
2021-08-06,2930.18212890625,2942.7534149481066,2890.5204271376556,2897.2045221954145,2292362
2021-08-09,2941.6025390625,2954.262442321804,2930.3592100944475,2942.6648617114934,1510489
2021-08-10,2951.51806640625,2965.682945510539,2935.3171588418413,2935.3171588418413,2040777
2021-08-11,2960.635986328125,2974.6238440607035,2945.4974053764813,2965.770796905761,1929707
2021-08-12,2967.321044921875,2981.707251226039,2944.5244410860464,2944.5244410860464,1310205
2021-08-13,3066.16455078125,3080.860696882847,2972.410859133379,2975.288099726732,4363584
